;id;track_name;size_bytes;currency;price;rating_count_tot;rating_count_ver;user_rating;user_rating_ver;ver;cont_rating;prime_genre;sup_devices.num;ipadSc_urls.num;lang.num;vpp_lic;KPI;Moyenne rating;Moyenne dl;Moyenne prix;;
3492;911201894;DRAGON QUEST;27130880;USD;2,99;419;16;4,5;5;1.0.4;9+;Games;40;5;3;1;0,000922026;;;;369,4988573;0,678605364
3495;911654012;Kanazawa Shogi 2;77126656;USD;5,99;0;0;0;0;1.0.8;4+;Games;37;5;2;1;4,79194E-05;;;;2,913818167;0,00535139
3496;911686788;百度外卖 -美食订餐品质生活，超市水果安全到家;65560576;USD;0;148;1;4;2;4.7.1;4+;Food & Drink;38;0;2;1;0,000335874;;;;91,26529031;0,167613822
3497;911719423;"Official QR Code reader ""Q"" - QR app. -";69015552;USD;0;0;0;0;0;1.8.8;17+;Productivity;38;0;12;1;1,04309E-05;;;;1;0,001836556
3498;911781335;Heroes and Castles 2;766031872;USD;1,99;2027;172;4,5;4.5;1.3.6;12+;Games;38;5;1;1;0,004270332;;;;692,7977855;1,272361969
3499;911793120;1010!;131249152;USD;0;53496;321;4,5;4.5;54;4+;Games;38;5;1;1;0,111631078;;;;1948,130636;3,577851119
3500;911800950;Dawn of Titans;1213626368;USD;0;18735;46;4,5;4.5;1.15.4;9+;Games;37;5;16;1;0,039113644;;;;1152,900429;2,117366266
3501;912040221;途牛旅游PRO-订机票酒店，查旅行景点门票;159574016;USD;0,99;0;0;0;0;9.1.4;17+;Travel;37;0;1;1;1,66268E-05;;;;1,46005492;0,002681473
3502;912177018;StageCameraHD;7755776;USD;0;0;0;0;0;2.7.1;4+;Photo & Video;35;0;2;1;1,04309E-05;;;;1;0,001836556
3503;912320999;Tiny Archers;167745536;USD;0;568;13;4;3.5;1.7.0;12+;Games;38;5;1;1;0,001212066;;;;178,3481623;0,327546398
3504;912390687;Trebel Music - Unlimited Music Downloader;54278144;USD;0;2570;305;4,5;4.5;3.7.1;12+;Music;37;0;2;1;0,005390669;;;;427,0752465;0,784347631
3505;912536422;Five Nights at Freddy's;49946624;USD;2,99;27388;27388;4,5;4.5;1.0;12+;Games;43;5;1;1;0,057184005;;;;2983,846945;5,48000218
3506;912561374;Marco Polo Video Walkie Talkie;122692608;USD;0;27662;381;4,5;4.5;0.14.87;4+;Social Networking;37;2;1;1;0,057736904;;;;1400,886662;2,572806884
3507;912606824;Ticket Camp - フリマよりも安心で簡単なチケットアプリ;65034240;USD;0;0;0;0;0;6.2.6;4+;Shopping;37;5;1;1;1,04309E-05;;;;1;0,001836556
3510;912874848;Wildlife Simulator: Bear;87031808;USD;1,99;122;122;4,5;4.5;1.0;9+;Games;43;5;1;1;0,000296174;;;;170,6180881;0,313349683
3511;913105070;Fist of Fury;45833216;USD;0;6813;102;4,5;4.5;1.1.7;9+;Games;38;5;1;1;0,014242298;;;;695,2714984;1,276905082
3514;913292932;SimCity BuildIt;96606208;USD;0;198338;2078;4,5;4.5;1.16.94;4+;Games;38;5;15;1;0,413796442;;;;3751,089457;6,889086063
3515;913427709;Suicaチャージ;2334720;USD;0;3;3;2;2;1.1.0;4+;Finance;37;0;2;1;2,50341E-05;;;;7,896444078;0,014502262
3516;913545185;Just Dance Controller;183842816;USD;0;440;33;2,5;2.5;3.2.5;4+;Games;38;0;15;1;0,000938778;;;;100,5320064;0,184632665
3517;913817574;家长通-一起作业旗下家长端的同步课堂点读机;81256448;USD;0;15;0;4,5;0;1.9.0;17+;Education;38;5;2;1;6,0499E-05;;;;33,69095745;0,061875332
3519;913943275;TIDAL;63882240;USD;0;7398;639;4;4.5;1.18.0;12+;Music;37;5;9;1;0,015460623;;;;643,130371;1,181144978
3520;914079393;Amazing Thief;17489920;USD;0;21984;5528;4;4;1.1.1;4+;Games;40;4;14;1;0,045889531;;;;1108,602211;2,036010105
3522;914136002;Sleep Attack TD;672624640;USD;2,99;45;5;4;5;1.2.1;4+;Games;37;5;1;1;0,000139711;;;;108,5491717;0,199356639
3523;914189520;The Complete Adventures of Pan (Books 1-7);2334249984;USD;27,99;649;39;4,5;4.5;7.4.1;4+;Book;37;5;1;1;0,001558308;;;;1368,190462;2,512758481
3524;914433115;One More Line;127930368;USD;0;8392;778;4,5;4.5;2.0;4+;Games;40;5;1;1;0,017536364;;;;771,635098;1,417151113
3526;914471589;Fatal;32017408;USD;0;124;124;4;4;1.0;9+;Games;40;5;1;1;0,000285806;;;;83,59253812;0,153522382
3528;914517987;Retouch Vogue - Facetune Wrinkles & Pimples Makeup;25153536;USD;0;2235;220;4,5;4;1.5;4+;Photo & Video;38;0;30;1;0,004691801;;;;398,2806997;0,731464831
3529;914564861;Méditations avec Christophe André;117628928;USD;4,99;0;0;0;0;2.0;4+;Health & Fitness;37;5;1;1;4,16609E-05;;;;2,676607881;0,00491574
3530;914673497;World of Dragons: Dragon Simulator;111820800;USD;0,99;1138;1138;4,5;4.5;1.0;9+;Games;43;5;1;1;0,002409466;;;;415,0347071;0,762234505
3532;914865605;Run Sackboy! Run!;271454208;USD;0;2027;359;4;4;01.19;4+;Games;40;5;1;1;0,004255791;;;;336,7026083;0,618373215
3533;914893190;RAMBOAT - Game of Shoot and Dash, Run and Jump !;64588800;USD;0;1114;0;4,5;0;2.7.7;17+;Games;37;5;1;1;0,002353202;;;;281,2488761;0,516529327
3534;915071248;Dolphin Simulator;104689664;USD;0,99;388;388;4;4;1.0;9+;Games;43;5;1;1;0,000842751;;;;215,3061812;0,395421871
3535;915074326;Snake Simulator;71372800;USD;0,99;859;812;4,5;4.5;1.1;9+;Games;43;5;1;1;0,001827424;;;;360,6382438;0,662332351
3536;915083784;Orca Simulator;147263488;USD;0,99;397;397;4,5;4.5;1.0;9+;Games;40;5;1;1;0,000863613;;;;245,3375873;0,450576232
3537;915223450;mazec - 手書き日本語入力ソフト;51886080;USD;8,99;5;0;3,5;0;2.1.3;4+;Utilities;37;5;2;1;9,1729E-05;;;;56,93145535;0,104557809
3538;915249334;Workflow: Powerful Automation Made Simple;115055616;USD;0;1498;40;4;4;1.7.4;4+;Productivity;37;5;1;1;0,003152206;;;;289,4765059;0,53163983
3541;915375908;Mia and me - Free the Unicorns!;613076992;USD;2,99;45;42;4;4;1.21;4+;Games;40;5;1;1;0,000139711;;;;108,5491717;0,199356639
3542;915545000;Monster Mingle;309072896;USD;2,99;17;2;4,5;4.5;1.1.5;4+;Education;37;5;1;1;8,33843E-05;;;;76,4935307;0,140484657
3543;915637540;RainbowKey - Color keyboard themes, fonts & GIF;86156288;USD;0;23063;101;4,5;4.5;4.0.9;4+;Utilities;37;5;14;1;0,048142597;;;;1279,147648;2,34922636
3544;915700151;Daisy Chain;260082688;USD;0,99;0;0;0;0;1.3.1;4+;Games;38;5;1;1;1,66268E-05;;;;1,46005492;0,002681473
3545;915861546;Project Life;181997568;USD;2,99;666;3;4,5;5;2.5;4+;Photo & Video;37;5;24;1;0,00143731;;;;465,6411696;0,85517611
3546;916130071;Dr. Panda’s Swimming Pool;221777920;USD;1,99;371;162;4,5;4;1.5;4+;Education;40;4;17;1;0,000815631;;;;296,7180631;0,544939356
3547;916215494;VOX: FLAC Music Player with MP3 & Equalizer;73674752;USD;3,99;495;13;4;4;2.1.10;4+;Music;37;0;5;1;0,001084747;;;;403,096144;0,740308665
3548;916281743;Sugar Smash: Book of Life;128648192;USD;0;20254;71;5;4.5;3.32.162;4+;Games;37;4;16;1;0,042284626;;;;1336,457605;2,45447931
3549;916365675;Swype;39969792;USD;0,99;7216;383;3;2;1.6.3;4+;Utilities;37;5;22;1;0,015082963;;;;701,6532382;1,288625504
3550;916366645;Procreate Pocket;74910720;USD;2,99;337;55;4;4;1.6.3;4+;Entertainment;37;0;13;1;0,000748873;;;;294,2428702;0,540393525
3551;916540089;Sunny ~ Calm wave & ocean sounds to Sleep Relax Meditate on the beach with rain and sea birds;86542336;USD;1,99;1079;71;5;5;3.0.1;9+;Health & Fitness;38;5;2;1;0,002294727;;;;563,6637353;1,035200047
3552;916585802;Tobuscus Adventures: Wizards;438812672;USD;4,99;6741;825;5;5;1.0.9;9+;Games;37;4;1;1;0,01412541;;;;2063,802762;3,790289463
3553;916614208;Creema（クリーマ）- ハンドメイドマーケットプレイス;31853568;USD;0;0;0;0;0;1.6.20;17+;Shopping;38;0;2;1;1,04309E-05;;;;1;0,001836556
3554;916728593;Stormfall: Rise of Balur;158947328;USD;0;3340;21;4,5;5;1.85.1;9+;Games;38;5;8;1;0,006997022;;;;486,8459928;0,894119957
3555;916741290;Pennies – Budget and Expense Tracker;80970752;USD;3,99;736;63;4,5;5;5.3;4+;Finance;37;5;7;1;0,001589601;;;;553,5315834;1,016591782
3559;917229473;Warmlight - Manual Camera & Photo Editor;57647104;USD;4,99;643;50;4;4.5;2.1;4+;Photo & Video;37;5;16;1;0,001399759;;;;507,8555365;0,932705162
3560;917236063;讯飞输入法-智能语音输入和表情斗图神器;124801024;USD;0;822;13;4,5;4;7.0.1789;4+;Utilities;37;0;1;1;0,00174404;;;;241,6313495;0,443769519
3561;917463360;Geometry Wars 3: Dimensions Evolved;120050688;USD;9,99;1122;280;4,5;4.5;2.0.3;4+;Games;37;5;5;1;0,002432414;;;;1054,853069;1,937296793
3562;917554930;5miles: Buy and Sell Used Stuff Locally;54063104;USD;0;16105;3420;4,5;4.5;5.0.5;4+;Shopping;37;4;8;1;0,033627011;;;;1068,924938;1,963140569
3563;917555054;My Movies Pro - Movie & TV Collection Library;95249408;USD;7,99;1309;163;4,5;5;2.28;12+;Catalogs;38;5;13;1;0,002810011;;;;1020,133102;1,873531628
3564;917670924;搜狗输入法-Sogou Keyboard;89465856;USD;0;874;2;3;3;4.5.1;4+;Utilities;37;5;1;1;0,001846262;;;;167,3320053;0,307314608
3565;917795718;Fingerprint Login: PassKey Password & Apps Lock;80351232;USD;0;718;39;2;2.5;4.2;17+;Productivity;38;4;1;1;0,001516647;;;;105,8683181;0,194433101
3566;917857630;Runcast - Weather for Runners;47755264;USD;0,99;11;3;3,5;3;2.2.3;4+;Weather;37;4;1;1;5,41779E-05;;;;33,1493836;0,060880701
3567;917912662;Afterpulse;970903552;USD;0;9321;167;4,5;4.5;1.7.3;17+;Games;25;5;16;1;0,019474418;;;;813,2197382;1,493523636
3568;917932200;GIF Keyboard;71191552;USD;0;5979;591;4;4.5;3.5;17+;Utilities;37;4;22;1;0,012500344;;;;578,1800434;1,061860061
3569;918035581;Dr. Panda Mailman;169786368;USD;3,99;942;10;4,5;3.5;1.81;4+;Education;40;5;18;1;0,002019352;;;;626,1299936;1,149922832
3570;918038160;史上最强的大脑4-超级王者(时代永恒小强);52194304;USD;0;24;0;4,5;0;3.6;4+;Games;38;5;2;1;7,92745E-05;;;;42,11369681;0,077344165
3571;918054748;The Room Three;1005560832;USD;4,99;23878;21769;5;5;1.0.1;9+;Games;39;5;1;1;0,049876144;;;;3884,023805;7,133227445
3572;918138802;Monster Mania;98089984;USD;0;175;22;4,5;4.5;1.0.4;4+;Games;38;5;1;1;0,000394287;;;;111,7402647;0,20521726
3573;918338898;Stick Hero;28680192;USD;0;31727;6017;4,5;4;1.5;4+;Games;40;5;1;1;0,066217194;;;;1500,288258;2,755363487
3574;918387844;信用钱包官方版-用手机号就能贷款;32038912;USD;0;0;0;0;0;5.6.0;17+;Finance;37;0;1;1;1,04309E-05;;;;1;0,001836556
3575;918396645;After School - Funny Anonymous School News;148799488;USD;0;18482;1;4;5;1.90;17+;Social Networking;37;0;1;1;0,038583756;;;;1016,479764;1,866822067
3576;918609651;Money Pro - Personal Finance, Budget, Bills;133555200;USD;2,99;754;168;4,5;5;1.8.5;4+;Finance;37;5;33;1;0,001620893;;;;495,4067622;0,90984229
3577;918780702;Inside Out Thought Bubbles;164248576;USD;0;21881;113;4,5;4;1.19.0;4+;Games;38;5;9;1;0,045676742;;;;1245,939254;2,288237283
3578;918820076;Dubsmash;101078016;USD;0;20243;44;4,5;4;2.21.0;12+;Entertainment;37;4;20;1;0,042259592;;;;1198,399243;2,200927389
3579;918902604;DUAL!;19860480;USD;0;2140;425;4,5;4.5;1.2.34;4+;Games;43;5;1;1;0,004493615;;;;389,7280778;0,715757462
3580;918997182;EvoCreo - A Monster Capture RPG;138688512;USD;0,99;242;17;4;4;1.5.0;9+;Games;38;5;1;1;0,00053817;;;;170,1707192;0,312528065
3581;919008215;Toby: The Secret Mine;183043072;USD;4,99;12;3;3,5;3.5;1.61;12+;Games;37;5;1;1;8,12981E-05;;;;63,25168081;0,116165258
3582;919010633;Cartoon Wars 3;123680768;USD;0;979;27;4;4.5;150;12+;Games;40;5;3;1;0,002069483;;;;234,0591067;0,42986267
3583;919045939;Javelin Masters 2;60551168;USD;0;2909;305;4,5;4.5;1.4.2;4+;Games;40;5;11;1;0,006097882;;;;454,3597547;0,834457159
3584;919087726;Photomath - Camera Calculator;34342912;USD;0;16523;161;4,5;5;3.1.2;4+;Education;37;3;20;1;0,034499031;;;;1082,707026;1,988452146
3585;919097064;Toca Boo;216041472;USD;2,99;431;82;4;4;1.0.4;4+;Education;39;5;18;1;0,000944973;;;;332,6514888;0,610933107
3587;919132359;Mixels Rush - Use Mixes, Maxes and Murps to Outrun the Nixels;90406912;USD;0;288;176;4;4;2.0;9+;Games;38;4;12;1;0,000627938;;;;127,1046464;0,233434808
3588;919218502;Camp Pokémon;1035772928;USD;0;2125;480;4;4;1.2;4+;Entertainment;40;5;5;1;0,004460236;;;;344,7419513;0,633137919
3589;919395844;The Survivor: Rusty Forest;342490112;USD;0,99;1746;215;3,5;3.5;1.2.4;17+;Games;43;5;1;1;0,003673687;;;;399,973563;0,73457387
3590;919478091;マンガ図書館Z -人気漫画が読み放題！;77494272;USD;0;9;1;5;5;3.2.3;17+;Book;37;5;1;1;5,00681E-05;;;;29,69539202;0,054537252
3591;919701578;ContactsXL 2016;4557824;USD;0,99;61;1;2,5;1;2.16;4+;Productivity;38;1;6;1;0,000154314;;;;55,03640935;0,101077451
3593;919968216;Odd Bot Out;12656640;USD;3,99;157;157;4,5;4.5;1.0;4+;Games;40;5;1;1;0,000381707;;;;256,2932719;0,470696961
3594;920007273;Sago Mini Fairy Tales;187934720;USD;2,99;94;14;4;4;1.1;4+;Education;38;5;1;1;0,000241933;;;;155,994541;0,286492719
3595;920054061;Tiny Miners;175606784;USD;0;2317;97;4,5;4.5;2.7;4+;Games;37;5;10;1;0,004862868;;;;405,5179453;0,744756439
3596;920133658;Anatomy & Physiology: Body Structures and Function;1758696448;USD;34,99;49;14;4,5;4;4.1.11;12+;Medical;37;5;5;1;0,000350414;;;;427,4038006;0,784951039
3597;920160643;Doc McStuffins: Mobile Clinic Rescue;297351168;USD;2,99;91;29;3;3.5;1.6.1;4+;Games;38;5;6;1;0,000231503;;;;116,1459299;0,213308511
3598;920480909;Baum;349646848;USD;1,99;19;7;3;3.5;1.01;4+;Games;40;5;1;1;7,50396E-05;;;;46,20714553;0,084862013
3599;920482331;Fun Run 2 - Multiplayer Race;126603264;USD;0;31981;276;4,5;4.5;4.0;9+;Games;37;5;1;1;0,066747082;;;;1506,281601;2,766370598
3600;921022358;Star Wars™: Galaxy of Heroes;119752704;USD;0;122260;1944;4,5;4.5;0.8.0;9+;Games;37;5;15;1;0,255084628;;;;2945,081609;5,408807467
3601;921160527;Everpix HD Wallpapers - Cool Backgrounds & Themes;67971072;USD;0;5521;24;4,5;5;2.2.2;4+;Entertainment;37;5;20;1;0,011546964;;;;625,8951165;1,149491467
3602;921447306;Kindergarten Sight Words : High Frequency Words to Increase English Reading Fluency;61987840;USD;2,99;21;10;3,5;4;2.0;4+;Education;40;5;1;1;8,75567E-05;;;;65,80548211;0,120855457
3605;921852522;Bean Dreams;71748608;USD;0,99;1382;108;4,5;4.5;4.0;9+;Games;37;5;13;1;0,002918492;;;;457,3341624;0,839919826
3607;921902664;Felt: Birthday & Greeting Cards & Thank You Card;240285696;USD;0;1724;24;4,5;5;3.1.1;4+;Photo & Video;37;5;1;1;0,003625767;;;;349,8226389;0,642468886
3608;921954809;Craft The World - Pocket Edition;330018816;USD;4,99;213;0;4,5;0;1.4.009;9+;Games;37;5;9;1;0,000504791;;;;329,7957091;0,605688307
3609;922103212;McDonald's;202457088;USD;0;4050;49;2;2.5;5.4.1;4+;Food & Drink;37;0;2;1;0,008467773;;;;251,2943302;0,461516124
3610;922188121;My PlayHome School;206561280;USD;2,99;1286;43;4,5;4.5;3.1.1;4+;Entertainment;43;4;18;1;0,002730737;;;;646,8114927;1,187905565
3611;922199867;Wild Horse Simulator;78684160;USD;0,99;961;961;4;4;1.0;9+;Games;43;5;1;1;0,002038128;;;;338,5861845;0,621832508
3612;922281347;Cheetah Simulator;106536960;USD;0,99;976;940;4,5;4.5;1.1;9+;Games;43;5;1;1;0,002071506;;;;384,3880129;0,705950133
3613;922304974;Cycloramic for iPhone 6/6S (Not the 6+/6S+);32371712;USD;1,99;168;15;2,5;2.5;1.3.1;4+;Photo & Video;25;1;11;1;0,000383793;;;;113,6704453;0,208762145
3616;922380267;Space Age: A Cosmic Adventure;85868544;USD;1,99;412;50;4;4;1.1.5;9+;Games;40;5;1;1;0,000899078;;;;277,5279226;0,509695587
3618;922488002;WordBubbles!;79702016;USD;0;62061;2363;4,5;4.5;1.3.9;4+;Games;37;5;1;1;0,129499144;;;;2098,293549;3,853633726
3619;922793622;Email - Fast & Secure mail for Gmail iCloud Yahoo;142936064;USD;0;10778;683;4,5;4.5;1.5.0;4+;Productivity;37;5;1;1;0,022513971;;;;874,4653344;1,606004606
3621;923138396;flick（フリック）- みんなの顔文字キーボードから名前が変わりました;75055104;USD;0;8;1;5;5;5.1.0;4+;Utilities;37;5;2;1;4,7982E-05;;;;28,17152244;0,05173858
3623;923268741;N.O.V.A. 3: Freedom Edition - Near Orbit Vanguard Alliance game;1400971264;USD;0;25716;25716;4,5;4.5;1.0.0;17+;Games;43;5;12;1;0,053677212;;;;1350,714351;2,480662623
3625;923441570;codeSpark Academy with The Foos - coding for kids;161695744;USD;0;977;9;4,5;4.5;2.09.00;4+;Education;38;5;1;1;0,002067397;;;;263,4042568;0,483756683
3626;923555295;Oddworld: Stranger's Wrath;1190330368;USD;2,99;713;252;4,5;4.5;1.0.4;12+;Games;38;5;10;1;0,00153536;;;;481,7675679;0,884793145
3627;923760656;Radiation Island;1537737728;USD;2,99;5148;1465;4,5;4;1.0.6;12+;Games;38;5;10;1;0,010787534;;;;1293,748623;2,376041869
3628;923772792;Sentinels of the Multiverse;913693696;USD;6,99;505;26;4,5;4.5;2.4;12+;Games;37;5;1;1;0,00112647;;;;594,1954869;1,091273321
3629;923814895;单机三国志2-铜雀台资料片 天天都玩;329893888;USD;0;21;6;4,5;4.5;1.4;12+;Games;40;5;2;1;7,3016E-05;;;;39,50614945;0,072555258
3630;923873989;CreamCam+ auto selfie enhancer;47947776;USD;1,99;25;0;3,5;0;4.03;4+;Photo & Video;37;3;33;1;8,96428E-05;;;;61,0409761;0,112105174
3631;923917775;Neko Atsume: Kitty Collector;44166144;USD;0;31219;249;4,5;4.5;1.9.6;4+;Games;40;5;2;1;0,065157418;;;;1488,229165;2,733216287
3633;923920872;平安好医生-要健康上平安好医生;120727552;USD;0;0;0;0;0;5.0.0;17+;Medical;38;0;1;1;1,04309E-05;;;;1;0,001836556
3635;923947429;Monster & Commander;281846784;USD;0;1723;515;4,5;4.5;1.4.5;9+;Games;38;5;33;1;0,003623681;;;;349,7212263;0,642282636
3636;924058967;My Little Pony: Trick or Treat;81508352;USD;2,99;15;4;4,5;4;1.3;4+;Book;38;5;1;1;7,9212E-05;;;;72,11879237;0,132450205
3637;924373886;Crossy Road - Endless Arcade Hopper;165471232;USD;0;669079;1087;4,5;4.5;1.5.4;9+;Games;38;5;13;1;1,395843261;;;;6889,574266;12,65308935
3638;924438909;ProShot - RAW, DSLR Controls & Video;5897216;USD;3,99;893;19;4,5;4;3.8;4+;Photo & Video;37;2;11;1;0,00191713;;;;609,6455686;1,119648262
3639;924443754;DaWanda - The marketplace for unique products;51405824;USD;0;0;0;0;0;2.27;4+;Shopping;37;0;6;1;1,04309E-05;;;;1;0,001836556
3640;924455599;Fragment's Note Memories -Fragment's Note公式資料集アプリ-;511918080;USD;4,99;0;0;0;0;1.0.0;17+;Book;40;5;1;1;4,16609E-05;;;;2,676607881;0,00491574
3641;924491991;Cesium Music Player;5883904;USD;1,99;536;24;4,5;4;3.8.7;4+;Music;37;0;10;1;0,001159849;;;;356,5001019;0,654732421
3642;924589795;Highrise - Your Avatar Community;116480000;USD;0;2011;15;4;4.5;2.2.3;12+;Social Networking;37;5;15;1;0,004222413;;;;335,3717628;0,615929042
3643;924620788;Google Classroom;143749120;USD;0;5942;25;4;4.5;2.2017.21202;4+;Education;37;5;33;1;0,012423156;;;;576,388584;1,058569945
3644;924635678;Acapella from PicPlayPost;134921216;USD;0;2487;23;4;4;2.23;12+;Music;37;5;11;1;0,005215431;;;;372,9389068;0,684923208
3645;924695435;Pixelmator;132711424;USD;4,99;1029;156;4;4;2.3;4+;Photo & Video;37;5;11;1;0,002205022;;;;642,2673871;1,17956006
3648;924826403;The Swords;48083968;USD;1,99;38;2;4;3.5;1.03;12+;Games;38;5;4;1;0,000118849;;;;85,28329326;0,156627549
3650;925056174;Aeris Pulse Weather;30896128;USD;0,99;81;7;4;5;1.3.8;4+;Weather;38;0;1;1;0,000202296;;;;98,85271998;0,181548562
3652;925201227;GoldieBlox and the Movie Machine;93580288;USD;0;1000;11;4;4;1.5.2;4+;Education;37;5;1;1;0,002113293;;;;236,5535904;0,434443929
3653;925209077;DuckTales: Remastered;1070424064;USD;4,99;165;99;4;3.5;1.0.2;4+;Games;38;5;11;1;0,000402569;;;;257,8405992;0,473538714
3654;925242723;戦国乙女〜剣戟に舞う白き剣聖〜西国参戦編;1338712064;USD;11,99;0;0;0;0;1.0.0;17+;Games;40;0;2;0;8,54705E-05;;;;4,097179896;0,007524701
3655;925338276;JCPenney;113282048;USD;0;1661;82;3,5;4;7.0.2;4+;Shopping;37;2;1;1;0,003490166;;;;267,196738;0,490721788
3656;925494667;Papa's Pizzeria To Go!;60056576;USD;0,99;118;8;4,5;5;1.0.3;4+;Games;37;0;1;1;0,000281571;;;;134,1516549;0,246377034
3657;925547937;Train Drive ATS 2;147553280;USD;6,99;73;5;4,5;4.5;2.02;4+;Games;37;5;10;1;0,000225244;;;;227,2322404;0,417324747
3658;925770322;Haunted Manor 2 - The Horror behind the Mystery - FULL (Christmas Edition);313634816;USD;2,99;248;104;4,5;4.5;1.3;12+;Games;38;5;1;1;0,00056529;;;;284,5038371;0,522507245
3659;925838610;Electric Screen Socket Prank;21296128;USD;0;1469;220;3,5;3.5;2.2;12+;Entertainment;43;4;2;1;0,003089621;;;;251,2894811;0,461507219
3660;926058555;Atom – Movie Tickets and Showtimes;102137856;USD;0;4105;2831;5;5;2.5.3;4+;Entertainment;37;0;1;1;0,00859503;;;;601,7256649;1,105102914
3661;926105977;Ohajiki Web Browser;45042688;USD;2,99;9;0;4,5;0;2.6.4;17+;Health & Fitness;37;4;2;1;6,66949E-05;;;;57,01491149;0,104711081
3662;926159169;myHAC - Home Access Center;13446144;USD;2,99;88;4;2,5;2.5;1.64;4+;Education;37;0;1;1;0,000223158;;;;96,67521607;0,177549454
3663;926278322;モンスト マルチ掲示板 運極 ＆ ガチャ予報 & 攻略情報 for モンスターストライク;8606720;USD;0;0;0;0;0;4.7.0;4+;Games;37;5;13;1;1,04309E-05;;;;1;0,001836556
3664;926366251;Elf Pets® Virtual Reindeer – The Elf on the Shelf®;376027136;USD;0,99;271;60;4,5;5;2.1;4+;Games;40;5;1;1;0,000600755;;;;202,8182382;0,372487064
3665;926541293;GraphModeling;589824;USD;0,99;26;26;4,5;4.5;1.0;4+;Education;24;1;1;1;8,96428E-05;;;;63,90052642;0,117356899
3666;927006017;AdVenture Capitalist;292289536;USD;0;181359;11269;4,5;5;5.1;4+;Games;38;5;1;1;0,378375323;;;;3586,940027;6,587616433
3667;927060395;MONOPOLY Bingo!;253120512;USD;0;21025;24;4,5;2.5;2.5.1;12+;Games;38;5;1;1;0,043890978;;;;1221,326251;2,243034124
3668;927117171;Football Heroes PRO 2016;141340672;USD;0;3018;665;4;4;1.10;9+;Games;40;3;1;1;0,006323188;;;;410,81289;0,754480901
3670;927568927;Fear For Sale: Nightmare Cinema HD - A Mystery Hidden Object Game (Full);1672032256;USD;6,99;8;8;4;4;1.0.0;4+;Games;24;4;5;1;8,75567E-05;;;;70,34520325;0,129192909
3671;927569248;Fear For Sale: Nightmare Cinema - A Mystery Hidden Object Game (Full);1671360512;USD;2,99;1;1;4;4;1.0.0;4+;Games;36;0;5;1;4,79194E-05;;;;22,63406694;0,041568733
3672;927823151;Pro HDR X;1953792;USD;1,99;345;321;3,5;3.5;1.1;4+;Photo & Video;37;4;1;1;0,000757218;;;;222,6757097;0,408956423
3674;928359827;MeiCam -  Video Production Master;133684224;USD;0;0;0;0;0;2.6.3;4+;Photo & Video;38;5;2;1;1,04309E-05;;;;1;0,001836556
3676;928403019;Halloween Face Paint Spa - Kids Makeup Salon Games;104049664;USD;0;113;3;3;2.5;1.4;4+;Games;38;5;25;1;0,000258685;;;;60,39867548;0,110925553
3678;928579927;GameDay Pro Football Radio - Live Games, Scores, Highlights, News, Stats, and Schedules;18788352;USD;1,99;113;52;5;5;3.0;4+;Sports;38;0;1;1;0,000279484;;;;183,1304836;0,336329399
3680;928927353;Labo Halloween Car(4+);62780416;USD;1,99;0;0;0;0;1.1.2;4+;Games;24;5;9;1;2,28853E-05;;;;1,826497801;0,003354466
3681;929195587;Clockmaker – Mystery Match3 Puzzle;143858688;USD;0;5246;466;4,5;4.5;24.92.0;4+;Games;38;4;8;1;0,010973266;;;;610,1110545;1,120503153
